search_url,address,address_id
https://www.truthfinder.com/address/1317-107th-ave-nw/coon%20rapids/mn/55433/,"1317 107th Ave NW,Coon Rapids,MN55433",262434
https://www.truthfinder.com/address/340-franciscan-trl/redding/ca/96003/,"340 Franciscan Trl,Redding,CA96003",262435
https://www.truthfinder.com/address/475-woodhill-dr/redding/ca/96003/,"475 Woodhill Dr,Redding,CA96003",262437
https://www.truthfinder.com/address/378-rosewood-dr/redding/ca/96003/,"378 Rosewood Dr,Redding,CA96003",262438
https://www.truthfinder.com/address/1260-107th-ave-nw/coon%20rapids/mn/55433/,"1260 107th Ave NW,Coon Rapids,MN55433",262441
https://www.truthfinder.com/address/672-buckthorn-dr/redding/ca/96003/,"672 Buckthorn Dr,Redding,CA96003",262445
https://www.truthfinder.com/address/1288-grouse-ct/redding/ca/96003/,"1288 Grouse Ct,Redding,CA96003",262447
https://www.truthfinder.com/address/832-springer-dr/redding/ca/96003/,"832 Springer Dr,Redding,CA96003",262448
https://www.truthfinder.com/address/861-spaniel-dr/redding/ca/96003/,"861 Spaniel Dr,Redding,CA96003",262449
https://www.truthfinder.com/address/1543-106th-ave-nw/coon%20rapids/mn/55433/,"1543 106th Ave NW,Coon Rapids,MN55433",262450
https://www.truthfinder.com/address/2601-north-st/anderson/ca/96007/,"2601 North St,Anderson,CA96007",262456
https://www.truthfinder.com/address/3120-stingy-ln/anderson/ca/96007/,"3120 Stingy Ln,Anderson,CA96007",262457
https://www.truthfinder.com/address/5433-8th-st/lubbock/tx/79416/,"5433 8th St,Lubbock,TX79416",262461
https://www.truthfinder.com/address/2667-ganyon-dr/anderson/ca/96007/,"2667 Ganyon Dr,Anderson,CA96007",262465
https://www.truthfinder.com/address/2720-limestone-ct/anderson/ca/96007/,"2720 Limestone Ct,Anderson,CA96007",262466
https://www.truthfinder.com/address/2813-church-st/anderson/ca/96007/,"2813 Church St,Anderson,CA96007",262467
https://www.truthfinder.com/address/1451-pinon-ave/anderson/ca/96007/,"1451 Pinon Ave,Anderson,CA96007",262474
https://www.truthfinder.com/address/1932-spruce-cir/anderson/ca/96007/,"1932 Spruce Cir,Anderson,CA96007",262479
